GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	O03042	rbcL	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000339182	3702	UniProt		P
UniProtKB	O22609	DEGP1	acts_upstream_of_or_within	GO:0010206	photosystem II repair	ECO:0000315	IMP	PMID:17351117		3702	TAIR		P
UniProtKB	O22682	CS26	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000315	IMP	PMID:20179139		3702	TAIR		P
UniProtKB	O22773	At4g02530	acts_upstream_of_or_within	GO:0010206	photosystem II repair	ECO:0000315	IMP	PMID:28874535		3702	TAIR		P
UniProtKB	O22773	At4g02530	involved_in	GO:0010206	photosystem II repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR038862	3702	InterPro		P
UniProtKB	O22914	CP12-1	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	3702	UniProt		P
UniProtKB	O23403	PPD1	acts_upstream_of_or_within	GO:0048564	photosystem I assembly	ECO:0000315	IMP	PMID:23221595		3702	TAIR		P
UniProtKB	O23403	PPD1	acts_upstream_of_or_within	GO:0048564	photosystem I assembly	ECO:0000315	IMP	PMID:25008325		3702	TAIR		P
UniProtKB	O23403	PPD1	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002683	3702	InterPro		P
UniProtKB	O23404	PPDK	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	O48722	HO2	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	O48741	PORC	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	O48782	HO1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	O49292	PPD4	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002683	3702	InterPro		P
UniProtKB	O49344	PSBP2	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002683	3702	InterPro		P
UniProtKB	O49347	PSBY	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009388	3702	InterPro		P
UniProtKB	O49347	PSBY	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	O49668	PAM68	acts_upstream_of_or_within	GO:0010207	photosystem II assembly	ECO:0000315	IMP	PMID:20923938		3702	TAIR		P
UniProtKB	O49668	PAM68	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	O64750	PSA2	involved_in	GO:0048564	photosystem I assembly	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR15852:SF56	3702	TreeGrafter		P
UniProtKB	O64750	PSA2	involved_in	GO:0048564	photosystem I assembly	ECO:0000315	IMP	PMID:25228689		3702	UniProt		P
UniProtKB	O65502	HCF244	acts_upstream_of_or_within	GO:0010207	photosystem II assembly	ECO:0000315	IMP	PMID:23027666		3702	TAIR		P
UniProtKB	O65502	HCF244	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	O80634	PNSL1	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002683	3702	InterPro		P
UniProtKB	O80860	FTSH2	acts_upstream_of_or_within	GO:0010206	photosystem II repair	ECO:0000315	IMP	PMID:22698923		3702	TAIR		P
UniProtKB	O80860	FTSH2	acts_upstream_of_or_within	GO:0048564	photosystem I assembly	ECO:0000315	IMP	PMID:27208291		3702	TAIR		P
UniProtKB	O81208	OHP1	acts_upstream_of_or_within	GO:0010207	photosystem II assembly	ECO:0000315	IMP	PMID:30397023		3702	TAIR		P
UniProtKB	O81208	OHP1	involved_in	GO:0010207	photosystem II assembly	ECO:0000315	IMP	PMID:29438089		3702	UniProt		P
UniProtKB	O81208	OHP1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	O81845	PUMP1	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000315	IMP	PMID:17148605		3702	TAIR		P
UniProtKB	O82261	DEGP2	acts_upstream_of_or_within	GO:0010206	photosystem II repair	ECO:0000314	IDA	PMID:11717304		3702	TAIR		P
UniProtKB	O82660	HCF136	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P04778	LHCB1.3	involved_in	GO:0009765	photosynthesis, light harvesting	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001344	3702	InterPro		P
UniProtKB	P04778	LHCB1.3	involved_in	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR21649:SF186	3702	TreeGrafter		P
UniProtKB	P04778	LHCB1.3	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P0CC32	ndhB1	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000060644	3702	UniProt		P
UniProtKB	P0CC33	ndhB2	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000060644	3702	UniProt		P
UniProtKB	P0CJ48	LHCB1.1	involved_in	GO:0009765	photosynthesis, light harvesting	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001344	3702	InterPro		P
UniProtKB	P0CJ48	LHCB1.1	involved_in	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR21649:SF186	3702	TreeGrafter		P
UniProtKB	P0CJ48	LHCB1.1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P10795	RBCS-1A	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000315	IMP	PMID:22223809		3702	TAIR		P
UniProtKB	P10795	RBCS-1A	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P10795	RBCS-1A	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	3702	UniProt		P
UniProtKB	P10795	RBCS-1A	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	3702	UniProt		P
UniProtKB	P10796	RBCS-1B	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P10796	RBCS-1B	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	3702	UniProt		P
UniProtKB	P10796	RBCS-1B	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	3702	UniProt		P
UniProtKB	P10797	RBCS-2B	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P10797	RBCS-2B	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	3702	UniProt		P
UniProtKB	P10797	RBCS-2B	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	3702	UniProt		P
UniProtKB	P10798	RBCS-3B	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P10798	RBCS-3B	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	3702	UniProt		P
UniProtKB	P10798	RBCS-3B	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	3702	UniProt		P
UniProtKB	P14713	PHYB	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000315	IMP	PMID:19363093		3702	TAIR		P
UniProtKB	P16127	CHLI1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P16972	FD2	acts_upstream_of_or_within	GO:0009767	photosynthetic electron transport chain	ECO:0000315	IMP	PMID:18494733		3702	TAIR		P
UniProtKB	P21218	PORB	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P23321	PSBO1	acts_upstream_of_or_within	GO:0010207	photosystem II assembly	ECO:0000315	IMP	PMID:15722336		3702	TAIR		P
UniProtKB	P23321	PSBO1	acts_upstream_of_or_within	GO:0019684	photosynthesis, light reaction	ECO:0000314	IDA	PMID:7948862		3702	TAIR		P
UniProtKB	P23321	PSBO1	involved_in	GO:0010207	photosystem II assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002628	3702	InterPro		P
UniProtKB	P23321	PSBO1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P25697	At1g32060	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P25697	At1g32060	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00116	3702	UniProt		P
UniProtKB	P25697	At1g32060	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	3702	UniProt		P
UniProtKB	P25851	CFBP1	acts_upstream_of_or_within	GO:0009773	photosynthetic electron transport in photosystem I	ECO:0000315	IMP	PMID:20081115		3702	TAIR		P
UniProtKB	P25851	CFBP1	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000315	IMP	PMID:15448173		3702	TAIR		P
UniProtKB	P25851	CFBP1	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00116	3702	UniProt		P
UniProtKB	P25851	CFBP1	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	3702	UniProt		P
UniProtKB	P25856	GAPA1	acts_upstream_of_or_within	GO:0019253	reductive pentose-phosphate cycle	ECO:0000303	NAS	PMID:15533878		3702	TAIR		P
UniProtKB	P25856	GAPA1	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00116	3702	UniProt		P
UniProtKB	P25856	GAPA1	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	3702	UniProt		P
UniProtKB	P25857	GAPB	acts_upstream_of_or_within	GO:0019253	reductive pentose-phosphate cycle	ECO:0000303	NAS	PMID:15533878		3702	TAIR		P
UniProtKB	P25857	GAPB	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00116	3702	UniProt		P
UniProtKB	P25857	GAPB	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	3702	UniProt		P
UniProtKB	P26289	ndhE	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000112713	3702	UniProt		P
UniProtKB	P27140	BCA1	involved_in	GO:0015979	photosynthesis	ECO:0000315	IMP	PMID:18434607		3702	UniProt		P
UniProtKB	P27202	PSBR	acts_upstream_of_or_within	GO:0010270	photosystem II oxygen evolving complex assembly	ECO:0000270	IEP	PMID:16282331		3702	TAIR		P
UniProtKB	P27202	PSBR	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006814	3702	InterPro		P
UniProtKB	P27202	PSBR	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P27521	LHCA4	involved_in	GO:0009765	photosynthesis, light harvesting	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001344	3702	InterPro		P
UniProtKB	P27521	LHCA4	involved_in	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR21649:SF4	3702	TreeGrafter		P
UniProtKB	P27521	LHCA4	involved_in	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0000314	IDA	PMID:21806943		3702	UniProt		P
UniProtKB	P27521	LHCA4	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P46283	At3g55800	acts_upstream_of_or_within	GO:0019253	reductive pentose-phosphate cycle	ECO:0000250	ISS	PMID:7811976		3702	TAIR		P
UniProtKB	P46283	At3g55800	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00116	3702	UniProt		P
UniProtKB	P46283	At3g55800	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	3702	UniProt		P
UniProtKB	P49107	PSAN	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008796	3702	InterPro		P
UniProtKB	P49107	PSAN	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P49599	PPH1	acts_upstream_of_or_within	GO:0009767	photosynthetic electron transport chain	ECO:0000315	IMP	PMID:20126264		3702	TAIR		P
UniProtKB	P50318	At1g56190	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00116	3702	UniProt		P
UniProtKB	P50318	At1g56190	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	3702	UniProt		P
UniProtKB	P56751	ndhC	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000304	TAS	PMID:8768377		3702	TAIR		P
UniProtKB	P56751	ndhC	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000051415	3702	UniProt		P
UniProtKB	P56753	ndhH	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000101937	3702	UniProt		P
UniProtKB	P56754	ndhJ	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000101911	3702	UniProt		P
UniProtKB	P56755	ndhI	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000304	TAS	PMID:8768377		3702	TAIR		P
UniProtKB	P56755	ndhI	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000101875	3702	UniProt		P
UniProtKB	P56756	ndhK	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000101894	3702	UniProt		P
UniProtKB	P56761	psbD	involved_in	GO:0009772	photosynthetic electron transport in photosystem II	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000484|InterPro:IPR036854	3702	InterPro		P
UniProtKB	P56761	psbD	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005868	3702	InterPro		P
UniProtKB	P56761	psbD	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56761	psbD	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000076254	3702	UniProt		P
UniProtKB	P56761	psbD	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000484|InterPro:IPR005868|InterPro:IPR036854	3702	InterPro		P
UniProtKB	P56766	psaA	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000304	TAS	PMID:10482661		3702	TAIR		P
UniProtKB	P56766	psaA	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001280|InterPro:IPR006243	3702	InterPro		P
UniProtKB	P56766	psaA	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56766	psaA	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000090052	3702	UniProt		P
UniProtKB	P56767	psaB	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001280|InterPro:IPR006244	3702	InterPro		P
UniProtKB	P56767	psaB	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56767	psaB	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000103151	3702	UniProt		P
UniProtKB	P56768	psaI	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001302|InterPro:IPR036357	3702	InterPro		P
UniProtKB	P56768	psaI	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56768	psaI	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000060612	3702	UniProt		P
UniProtKB	P56769	psaJ	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002615|InterPro:IPR036062	3702	InterPro		P
UniProtKB	P56769	psaJ	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56769	psaJ	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000094072	3702	UniProt		P
UniProtKB	P56771	petA	acts_upstream_of_or_within	GO:0009767	photosynthetic electron transport chain	ECO:0000304	TAS	PMID:7923416		3702	TAIR		P
UniProtKB	P56771	petA	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002325	3702	InterPro		P
UniProtKB	P56771	petA	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56771	petA	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000098211	3702	UniProt		P
UniProtKB	P56773	petB	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56773	petB	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000098239	3702	UniProt		P
UniProtKB	P56774	petD	involved_in	GO:0009767	photosynthetic electron transport chain	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005870	3702	InterPro		P
UniProtKB	P56774	petD	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56774	petD	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000106962	3702	UniProt		P
UniProtKB	P56775	petG	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56776	petL	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56777	psbB	acts_upstream_of_or_within	GO:0010207	photosystem II assembly	ECO:0000315	IMP	PMID:11549768		3702	TAIR		P
UniProtKB	P56777	psbB	involved_in	GO:0009767	photosynthetic electron transport chain	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000932|InterPro:IPR036001	3702	InterPro		P
UniProtKB	P56777	psbB	involved_in	GO:0009772	photosynthetic electron transport in photosystem II	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017486	3702	InterPro		P
UniProtKB	P56777	psbB	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017486	3702	InterPro		P
UniProtKB	P56777	psbB	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56777	psbB	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000165267	3702	UniProt		P
UniProtKB	P56777	psbB	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000932|InterPro:IPR036001	3702	InterPro		P
UniProtKB	P56778	psbC	involved_in	GO:0009767	photosynthetic electron transport chain	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000932|InterPro:IPR036001	3702	InterPro		P
UniProtKB	P56778	psbC	involved_in	GO:0009772	photosynthetic electron transport in photosystem II	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005869	3702	InterPro		P
UniProtKB	P56778	psbC	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005869	3702	InterPro		P
UniProtKB	P56778	psbC	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56778	psbC	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000165248	3702	UniProt		P
UniProtKB	P56778	psbC	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000932|InterPro:IPR036001	3702	InterPro		P
UniProtKB	P56779	psbE	involved_in	GO:0009767	photosynthetic electron transport chain	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006216|InterPro:IPR006217|InterPro:IPR037025	3702	InterPro		P
UniProtKB	P56779	psbE	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006216|InterPro:IPR006217|InterPro:IPR013081|InterPro:IPR013082|InterPro:IPR037025	3702	InterPro		P
UniProtKB	P56779	psbE	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56779	psbE	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000098261	3702	UniProt		P
UniProtKB	P56779	psbE	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006216|InterPro:IPR006217|InterPro:IPR037025	3702	InterPro		P
UniProtKB	P56780	psbH	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001056|InterPro:IPR036863	3702	InterPro		P
UniProtKB	P56780	psbH	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56780	psbH	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000335175	3702	UniProt		P
UniProtKB	P56781	psbJ	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002682|InterPro:IPR037267	3702	InterPro		P
UniProtKB	P56781	psbJ	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56781	psbJ	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000068706	3702	UniProt		P
UniProtKB	P56782	psbK	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003687|InterPro:IPR037270	3702	InterPro		P
UniProtKB	P56782	psbK	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56782	psbK	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000088051	3702	UniProt		P
UniProtKB	P56788	ycf4	acts_upstream_of_or_within	GO:0048564	photosystem I assembly	ECO:0000304	TAS	PMID:14645254		3702	TAIR		P
UniProtKB	P56788	ycf4	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003359	3702	InterPro		P
UniProtKB	P56788	ycf4	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56788	ycf4	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000060638	3702	UniProt		P
UniProtKB	P56790	psbZ	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002644|InterPro:IPR036512	3702	InterPro		P
UniProtKB	P56790	psbZ	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P56790	psbZ	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000098274	3702	UniProt		P
UniProtKB	P60129	psbL	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003372|InterPro:IPR037266	3702	InterPro		P
UniProtKB	P60129	psbL	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P60129	psbL	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000068901	3702	UniProt		P
UniProtKB	P61039	petN	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P61839	psbT	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001743|InterPro:IPR037268	3702	InterPro		P
