GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	P61839	psbT	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P61839	psbT	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100244	3702	UniProt		P
UniProtKB	P61843	ycf3	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P61843	ycf3	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000087100	3702	UniProt		P
UniProtKB	P61843	ycf3	involved_in	GO:0048564	photosystem I assembly	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001237612|UniProtKB:A0A140G1R4	3702	GO_Central		P
UniProtKB	P61843	ycf3	involved_in	GO:0048564	photosystem I assembly	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR26312:SF87	3702	TreeGrafter		P
UniProtKB	P62090	psaC	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000270	IEP	PMID:10792827		3702	TAIR		P
UniProtKB	P62090	psaC	involved_in	GO:0009773	photosynthetic electron transport in photosystem I	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017491	3702	InterPro		P
UniProtKB	P62090	psaC	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017491	3702	InterPro		P
UniProtKB	P62090	psaC	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P62090	psaC	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000101736	3702	UniProt		P
UniProtKB	P62090	psaC	involved_in	GO:0015979	photosynthesis	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR24960:SF88	3702	TreeGrafter		P
UniProtKB	P62095	psbF	involved_in	GO:0009767	photosynthetic electron transport chain	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006216|InterPro:IPR006241	3702	InterPro		P
UniProtKB	P62095	psbF	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006216|InterPro:IPR006241|InterPro:IPR013081	3702	InterPro		P
UniProtKB	P62095	psbF	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P62095	psbF	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000098267	3702	UniProt		P
UniProtKB	P62095	psbF	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006216|InterPro:IPR006241	3702	InterPro		P
UniProtKB	P62100	psbI	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003686|InterPro:IPR037271	3702	InterPro		P
UniProtKB	P62100	psbI	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P62100	psbI	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000101751	3702	UniProt		P
UniProtKB	P62109	psbM	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007826	3702	InterPro		P
UniProtKB	P62109	psbM	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P62109	psbM	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000087090	3702	UniProt		P
UniProtKB	P62109	psbM	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007826|InterPro:IPR037269	3702	InterPro		P
UniProtKB	P62113	psbN	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003398	3702	InterPro		P
UniProtKB	P82538	PPL1	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002683	3702	InterPro		P
UniProtKB	P83755	psbA	involved_in	GO:0009772	photosynthetic electron transport in photosystem II	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000484|InterPro:IPR036854	3702	InterPro		P
UniProtKB	P83755	psbA	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	P83755	psbA	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000352928	3702	UniProt		P
UniProtKB	P83755	psbA	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000484|InterPro:IPR036854	3702	InterPro		P
UniProtKB	P93735	ELIP1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q01667	LHCA1	acts_upstream_of_or_within	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0000315	IMP	PMID:16098971		3702	TAIR		P
UniProtKB	Q01667	LHCA1	involved_in	GO:0009765	photosynthesis, light harvesting	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001344	3702	InterPro		P
UniProtKB	Q01667	LHCA1	involved_in	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR21649:SF89	3702	TreeGrafter		P
UniProtKB	Q01667	LHCA1	involved_in	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0000314	IDA	PMID:21806943		3702	UniProt		P
UniProtKB	Q01667	LHCA1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q01908	ATPC1	acts_upstream_of_or_within	GO:0009772	photosynthetic electron transport in photosystem II	ECO:0000315	IMP	PMID:14576160		3702	TAIR		P
UniProtKB	Q07473	LHCB4.1	involved_in	GO:0009765	photosynthesis, light harvesting	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001344	3702	InterPro		P
UniProtKB	Q07473	LHCB4.1	involved_in	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR21649:SF6	3702	TreeGrafter		P
UniProtKB	Q07473	LHCB4.1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q0WRJ7	FKBP20-2	acts_upstream_of_or_within	GO:0010207	photosystem II assembly	ECO:0000315	IMP	PMID:16894144		3702	TAIR		P
UniProtKB	Q0WUA3	ABC4	acts_upstream_of_or_within	GO:0009772	photosynthetic electron transport in photosystem II	ECO:0000315	IMP	PMID:15686525		3702	TAIR		P
UniProtKB	Q2V4B2	PQL3	acts_upstream_of_or_within	GO:0009767	photosynthetic electron transport chain	ECO:0000315	IMP	PMID:20430763		3702	TAIR		P
UniProtKB	Q2V4B2	PQL3	involved_in	GO:0009767	photosynthetic electron transport chain	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR33399:SF6	3702	TreeGrafter		P
UniProtKB	Q2V4B2	PQL3	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008797	3702	InterPro		P
UniProtKB	Q37165	ndhA	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000304	TAS	PMID:8768377		3702	TAIR		P
UniProtKB	Q37165	ndhA	involved_in	GO:0019684	photosynthesis, light reaction	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000116663	3702	UniProt		P
UniProtKB	Q38929	IPP1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q39101	FER1	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000316	IGI	PMID:18826427	AGI_LocusCode:AT2g40300|AGI_LocusCode:AT3g56090	3702	TAIR		P
UniProtKB	Q39102	FTSH1	acts_upstream_of_or_within	GO:0010206	photosystem II repair	ECO:0000304	TAS	PMID:16040665		3702	TAIR		P
UniProtKB	Q39194	PSBW	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009806	3702	InterPro		P
UniProtKB	Q39194	PSBW	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q39195	PSBT	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q3KTM0	FRO7	acts_upstream_of_or_within	GO:0009767	photosynthetic electron transport chain	ECO:0000315	IMP	PMID:18647837		3702	TAIR		P
UniProtKB	Q41932	PSBQ2	involved_in	GO:0009767	photosynthetic electron transport chain	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR33399:SF7	3702	TreeGrafter		P
UniProtKB	Q41932	PSBQ2	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008797	3702	InterPro		P
UniProtKB	Q41932	PSBQ2	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q42029	PSBP1	acts_upstream_of_or_within	GO:0019684	photosynthesis, light reaction	ECO:0000304	TAS	PMID:9039496		3702	TAIR		P
UniProtKB	Q42029	PSBP1	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002683	3702	InterPro		P
UniProtKB	Q42029	PSBP1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q42536	PORA	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q42553	IPP2	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q5GM68	PPC2	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q5XF33	CHLI2	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q6NKS4	LIL3.2	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q84RQ7	NIFU3	acts_upstream_of_or_within	GO:0048564	photosystem I assembly	ECO:0000315	IMP	PMID:27784767		3702	TAIR		P
UniProtKB	Q84VW9	PPC3	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q8GSJ6	LQY1	acts_upstream_of_or_within	GO:0010206	photosystem II repair	ECO:0000315	IMP	PMID:21586683		3702	TAIR		P
UniProtKB	Q8GSJ6	LQY1	involved_in	GO:0010206	photosystem II repair	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR15852:SF27	3702	TreeGrafter		P
UniProtKB	Q8GVE8	PPC4	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q8GYC7	PGRL1B	involved_in	GO:0009773	photosynthetic electron transport in photosystem I	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039987	3702	InterPro		P
UniProtKB	Q8GYC7	PGRL1B	involved_in	GO:0009773	photosynthetic electron transport in photosystem I	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR31032:SF1	3702	TreeGrafter		P
UniProtKB	Q8H112	PGRL1A	involved_in	GO:0009773	photosynthetic electron transport in photosystem I	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039987	3702	InterPro		P
UniProtKB	Q8H112	PGRL1A	involved_in	GO:0009773	photosynthetic electron transport in photosystem I	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR31032:SF9	3702	TreeGrafter		P
UniProtKB	Q8H112	PGRL1A	involved_in	GO:0009773	photosynthetic electron transport in photosystem I	ECO:0000315	IMP	PMID:23290914		3702	UniProt		P
UniProtKB	Q8L540	LTO1	acts_upstream_of_or_within	GO:0010207	photosystem II assembly	ECO:0000315	IMP	PMID:22209765		3702	TAIR		P
UniProtKB	Q8L9X2	RBCX2	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q8LBP6	FTRA2	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004207|InterPro:IPR044166	3702	InterPro		P
UniProtKB	Q8LCA1	CURT1B	acts_upstream_of_or_within	GO:0009773	photosynthetic electron transport in photosystem I	ECO:0000314	IDA	PMID:16109415		3702	TAIR		P
UniProtKB	Q8LCQ4	LHCA6	involved_in	GO:0009765	photosynthesis, light harvesting	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001344	3702	InterPro		P
UniProtKB	Q8LCQ4	LHCA6	involved_in	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR21649:SF5	3702	TreeGrafter		P
UniProtKB	Q8LCQ4	LHCA6	involved_in	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0000315	IMP	PMID:19903870		3702	UniProt		P
UniProtKB	Q8LCQ4	LHCA6	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q8RWG1	ABC1K1	involved_in	GO:0009767	photosynthetic electron transport chain	ECO:0000315	IMP	PMID:24267661		3702	UniProt		P
UniProtKB	Q8RWV0	TKL-1	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00116	3702	UniProt		P
UniProtKB	Q8RXS1	PNSB4	acts_upstream_of_or_within	GO:0009773	photosynthetic electron transport in photosystem I	ECO:0000304	TAS	PMID:18535009		3702	TAIR		P
UniProtKB	Q8RXS1	PNSB4	involved_in	GO:0009773	photosynthetic electron transport in photosystem I	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR034570	3702	InterPro		P
UniProtKB	Q8VY52	PPD2	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002683	3702	InterPro		P
UniProtKB	Q8VZ87	LHCB1.2	involved_in	GO:0009765	photosynthesis, light harvesting	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001344	3702	InterPro		P
UniProtKB	Q8VZ87	LHCB1.2	involved_in	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR21649:SF186	3702	TreeGrafter		P
UniProtKB	Q8VZ87	LHCB1.2	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q8W0Y8	PSB28	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005610	3702	InterPro		P
UniProtKB	Q8W0Y8	PSB28	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q8W493	LFNR2	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00091	3702	UniProt		P
UniProtKB	Q8W493	LFNR2	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q8W4D6	HCF173	acts_upstream_of_or_within	GO:0010207	photosystem II assembly	ECO:0000315	IMP	PMID:17435084		3702	TAIR		P
UniProtKB	Q8W4D6	HCF173	involved_in	GO:0010207	photosystem II assembly	ECO:0000315	IMP	PMID:17435084		3702	UniProt		P
UniProtKB	Q8W4D6	HCF173	involved_in	GO:0010207	photosystem II assembly	ECO:0000315	IMP	PMID:23027666		3702	UniProt		P
UniProtKB	Q8W4D6	HCF173	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q8W4M5	PFP-BETA1	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000315	IMP	PMID:19533038		3702	TAIR		P
UniProtKB	Q8W4M5	PFP-BETA1	involved_in	GO:0015979	photosynthesis	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR43650:SF1	3702	TreeGrafter		P
UniProtKB	Q93VA3	PETJ	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q949Q5	PSAO	acts_upstream_of_or_within	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0000305	IC	PMID:11801243	GO:0009522	3702	TAIR		P
UniProtKB	Q949Q5	PSAO	involved_in	GO:0009767	photosynthetic electron transport chain	ECO:0000315	IMP	PMID:15169790		3702	UniProt		P
UniProtKB	Q949Q5	PSAO	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q949Y5	EGY1	acts_upstream_of_or_within	GO:0010207	photosystem II assembly	ECO:0000315	IMP	PMID:15659096		3702	TAIR		P
UniProtKB	Q949Y5	EGY1	acts_upstream_of_or_within	GO:0048564	photosystem I assembly	ECO:0000315	IMP	PMID:15659096		3702	TAIR		P
UniProtKB	Q94AQ8	PNSB2	involved_in	GO:0009773	photosynthetic electron transport in photosystem I	ECO:0000315	IMP	PMID:18785996		3702	UniProt		P
UniProtKB	Q94AU9	RBCX1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q94AX5	PAM71	acts_upstream_of_or_within	GO:0010270	photosystem II oxygen evolving complex assembly	ECO:0000315	IMP	PMID:27020959		3702	TAIR		P
UniProtKB	Q94B38	GPT2	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000315	IMP	PMID:19939944		3702	TAIR		P
UniProtKB	Q94BS2	MET1	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000315	IMP	PMID:25587003		3702	TAIR		P
UniProtKB	Q94BS2	MET1	involved_in	GO:0010206	photosystem II repair	ECO:0000314	IDA	PMID:25587003		3702	UniProt		P
UniProtKB	Q94BS2	MET1	involved_in	GO:0010207	photosystem II assembly	ECO:0000314	IDA	PMID:25587003		3702	UniProt		P
UniProtKB	Q94BS2	MET1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q94K66	ELIP2	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q95695	ndhG	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000304	TAS	PMID:8768377		3702	TAIR		P
UniProtKB	Q96251	At5g13450	involved_in	GO:0009772	photosynthetic electron transport in photosystem II	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR11910:SF1	3702	TreeGrafter		P
UniProtKB	Q96251	At5g13450	involved_in	GO:0009773	photosynthetic electron transport in photosystem I	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR11910:SF1	3702	TreeGrafter		P
UniProtKB	Q96289	ZAT10	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000315	IMP	PMID:18156220		3702	TAIR		P
UniProtKB	Q9C503	NDF5	acts_upstream_of_or_within	GO:0009773	photosynthetic electron transport in photosystem I	ECO:0000315	IMP	PMID:19122188		3702	TAIR		P
UniProtKB	Q9C639	LHCA5	acts_upstream_of_or_within	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0000316	IGI	PMID:16098971	AGI_LocusCode:AT3G47470|TAIR:gene:2082716	3702	TAIR		P
UniProtKB	Q9C639	LHCA5	involved_in	GO:0009765	photosynthesis, light harvesting	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001344	3702	InterPro		P
UniProtKB	Q9C639	LHCA5	involved_in	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR21649:SF67	3702	TreeGrafter		P
UniProtKB	Q9C639	LHCA5	involved_in	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0000314	IDA	PMID:15563470		3702	UniProt		P
UniProtKB	Q9C639	LHCA5	involved_in	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0000314	IDA	PMID:21806943		3702	UniProt		P
UniProtKB	Q9C639	LHCA5	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q9C9K1	LHCB7	involved_in	GO:0009765	photosynthesis, light harvesting	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001344	3702	InterPro		P
UniProtKB	Q9C9K1	LHCB7	involved_in	GO:0009768	photosynthesis, light harvesting in photosystem I	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR21649:SF74	3702	TreeGrafter		P
UniProtKB	Q9C9K1	LHCB7	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q9C9K2	CP12-3	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	3702	UniProt		P
UniProtKB	Q9C9K3	PFP-ALPHA2	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000315	IMP	PMID:19533038		3702	TAIR		P
UniProtKB	Q9C9K3	PFP-ALPHA2	involved_in	GO:0015979	photosynthesis	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR43650:SF23	3702	TreeGrafter		P
UniProtKB	Q9C9L4	HO3	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q9CA67	CHLP	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010253	3702	InterPro		P
UniProtKB	Q9CA67	CHLP	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q9CAC5	ndhL	acts_upstream_of_or_within	GO:0009773	photosynthetic electron transport in photosystem I	ECO:0000304	TAS	PMID:18388109		3702	TAIR		P
UniProtKB	Q9FEC1	OHP2	acts_upstream_of_or_within	GO:0010207	photosystem II assembly	ECO:0000315	IMP	PMID:30397023		3702	TAIR		P
UniProtKB	Q9FH02	FTSH5	acts_upstream_of_or_within	GO:0048564	photosystem I assembly	ECO:0000315	IMP	PMID:27208291		3702	TAIR		P
UniProtKB	Q9FHL4	FTRA1	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004207|InterPro:IPR044166	3702	InterPro		P
UniProtKB	Q9FJ82	DAPB3	acts_upstream_of_or_within	GO:0019684	photosynthesis, light reaction	ECO:0000315	IMP	PMID:17727612		3702	TAIR		P
UniProtKB	Q9FK23	MTERF8	acts_upstream_of_or_within	GO:0015979	photosynthesis	ECO:0000314	IDA	PMID:31685645		3702	TAIR		P
UniProtKB	Q9FKW6	LFNR1	acts_upstream_of_or_within	GO:0009767	photosynthetic electron transport chain	ECO:0000315	IMP	PMID:18410491		3702	TAIR		P
UniProtKB	Q9FKW6	LFNR1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00091	3702	UniProt		P
UniProtKB	Q9FKW6	LFNR1	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q9FNB0	CHLH	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q9LD57	PGK1	acts_upstream_of_or_within	GO:0019253	reductive pentose-phosphate cycle	ECO:0000315	IMP	PMID:28951489		3702	TAIR		P
UniProtKB	Q9LD57	PGK1	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00116	3702	UniProt		P
UniProtKB	Q9LD57	PGK1	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	3702	UniProt		P
UniProtKB	Q9LPW0	GAPA2	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00116	3702	UniProt		P
UniProtKB	Q9LPW0	GAPA2	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	3702	UniProt		P
UniProtKB	Q9LQC0	HO4	involved_in	GO:0015979	photosynthesis	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	3702	UniProt		P
UniProtKB	Q9LR64	PSB27-1	acts_upstream_of_or_within	GO:0010206	photosystem II repair	ECO:0000315	IMP	PMID:20444695		3702	TAIR		P
UniProtKB	Q9LR64	PSB27-1	involved_in	GO:0010206	photosystem II repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR025585	3702	InterPro		P
UniProtKB	Q9LR64	PSB27-1	involved_in	GO:0010207	photosystem II assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR025585	3702	InterPro		P
UniProtKB	Q9LR64	PSB27-1	involved_in	GO:0010207	photosystem II assembly	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR34041:SF1	3702	TreeGrafter		P
UniProtKB	Q9LU01	Y3IP1	acts_upstream_of_or_within	GO:0048564	photosystem I assembly	ECO:0000315	IMP	PMID:20807881		3702	TAIR		P
UniProtKB	Q9LU01	Y3IP1	involved_in	GO:0048564	photosystem I assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040340	3702	InterPro		P
UniProtKB	Q9LU10	DEGP8	acts_upstream_of_or_within	GO:0010206	photosystem II repair	ECO:0000315	IMP	PMID:17449806		3702	TAIR		P
UniProtKB	Q9LU21	PNSB3	acts_upstream_of_or_within	GO:0009773	photosynthetic electron transport in photosystem I	ECO:0000315	IMP	PMID:18785996		3702	TAIR		P
UniProtKB	Q9LU39	GLUTRBP	acts_upstream_of_or_within	GO:0009767	photosynthetic electron transport chain	ECO:0000315	IMP	PMID:20657737		3702	TAIR		P
